Total Reviews,Product Url,ASIN,Title,Author,Format,Publication Date,Publisher
1,https://www.amazon.com/dp/0367555352,0367555352,Contemporary Issues in Digital Marketing,Outi Niininen,Kindle,by,
1,https://www.amazon.com/dp/3030542076,3030542076,Gamification and Consumer Engagement: Creating Value in Context of ICT Development (Progress in IS),Rimantas Gatautis,Kindle,|,
5,https://www.amazon.com/dp/1032008784,1032008784,Skilled Interpersonal Communication,Owen Hargie,Kindle,by,
4,https://www.amazon.com/dp/0578314096,0578314096,"The Suicide's Son: A Story of Loss, Struggle and Hope",Jim Wooten,Hardcover,by,
2,https://www.amazon.com/dp/0824887980,0824887980,Milk Craze (Food in Asia and the Pacific),Veronica S. W. Mak,Kindle,|,
1,https://www.amazon.com/dp/0578316455,0578316455,Cooking With Us: Food & Memories From the Swarthmore College Class of '76,Bruce Robertson,Paperback,by,
0,https://www.amazon.com/dp/195460405X,195460405X,Turn the Ship,Tom McKeown,Paperback,by,
0,https://www.amazon.com/dp/1625346115,1625346115,"The New Praetorians: American Veterans, Society, and Service from Vietnam to the Forever War",Michael D. Gambone,Kindle,by,
4,https://www.amazon.com/dp/1476686955,1476686955,The U.S. Naval Advisory Effort in Vietnam: An Inside Perspective,CDR R.W. Kirtley   USN (Ret),Kindle,by,
5,https://www.amazon.com/dp/1950794652,1950794652,I'm Ready To Talk Two,Robert O Babcock,Kindle,|,
1,https://www.amazon.com/dp/113850209X,113850209X,Advances in Family-School-Community Partnering,Gloria E. Miller,Kindle,by,
3,https://www.amazon.com/dp/0367517825,0367517825,"Welcoming Young Children into the Museum (Routledge Guides to Practice in Museums, Galleries and Heritage)",Sarah Erdman,Kindle,|,
0,https://www.amazon.com/dp/036746196X,036746196X,The Globalization of Evidence-Based Policing: Innovations in Bridging the Research-Practice Divide,Eric L. Piza,Kindle,by,
4,https://www.amazon.com/dp/0252086104,0252086104,"For a Just and Better World: Engendering Anarchism in the Mexican Borderlands, 1900-1938",Sonia Hernandez,Kindle,by,
1,https://www.amazon.com/dp/0812225082,0812225082,The Future of Risk Management (Critical Studies in Risk and Disaster),Howard Kunreuther,Hardcover,by,
